ID_Cliente;Nome_Completo;Idade;Sexo;CPF;Estado;Cidade;Região;Tempo_de_Casa;Perfil_Investidor;Patrimonio_Total;Renda_Fixa;Acoes;FIIs;Cripto;ETFs;Tesouro;Valor_Pago_Corretora;Data_Cadastro;Ultimo_Acesso_Plataforma;Ativo
133;Sra. Pietra Ramos;42;M;08.3.505.830-10;SC;Dias;Sul;1.3;Moderado;707599.18;0.0;0.3;0.07;0.08;0.1;0.05;4893.64;2015-07-17;2024-11-23;N
134;Maria Sophia da Paz;39;N;53.2.603.323-24;MG;Correia da Prata;Sudeste;7.8;Arrojado;8892866.22;0.09;0.29;0.12;0.03;0.02;0.02;55073.0;2015-02-20;2024-08-03;Não
135;Brenda Fogaça;25;;47.2.304.618-63;RS;Cardoso;Sul;9.8;Arrojado;6854863.42;0.01;0.15;0.21;0.02;0.4;0.18;14792.34;2014-06-18;2016-10-13;N
136;Henrique Gomes;53;N;37.5.300.119-87;SP;Costa de Rezende;Sudeste;14.6;Conservador;102805.37;0.43;0.31;0.2;0.06;0.16;0.14;499.98;2011-08-27;2020-07-26;Sim
137;Samuel Nunes;38;N;11.0.022.557-91;MG;Santos da Prata;Sudeste;12.2;Arrojado;1675433.92;0.22;0.39;0.18;0.39;0.11;0.18;15067.38;2022-05-10;2028-08-06;
138;Ana Júlia Barbosa;24;N;97.9.729.659-86;GO;Martins Paulista;Centro-Oeste;12.0;Moderado;346295.54;0.12;0.11;0.15;0.09;0.16;0.19;1005.8;2019-01-15;2020-01-30;Não
139;Enzo Aragão;73;Outro;88.9.163.756-49;SP;Barbosa da Serra;Sudeste;7.9;Conservador;97132.85;0.34;0.18;0.03;0.07;0.0;0.44;772.11;2011-01-29;2023-06-23;
140;Milena Pires;59;N;63.1.779.717-06;SP;da Mata Verde;Sudeste;3.6;Arrojado;1491095.04;0.19;0.51;0.34;0.35;0.03;0.03;14554.82;2018-08-23;2019-07-01;Atv
141;Luiza Carvalho;70;M;37.5.899.757-70;SP;Monteiro de Oliveira;Sudeste;13.4;Arrojado;1159922.16;0.12;0.33;0.33;0.32;0.39;0.01;7537.94;2018-01-20;2028-01-05;S
142;Sr. Davi Lucca Melo;30;F;16.3.735.160-75;SP;Sales da Mata;Sudeste;12.3;Moderado;484111.18;0.19;0.22;0.15;0.01;0.18;0.16;3843.88;2016-04-23;2025-03-19;Atv
143;Sophie Vieira;64;F;16.9.958.669-16;MA;Ramos;Nordeste;8.8;Moderado;565910.3;0.18;0.39;0.0;0.07;0.11;0.1;5316.71;2021-11-29;2025-08-11;Não
144;Dr. Igor Correia;31;;45.2.288.515-69;RO;Silva do Sul;Norte;12.9;Moderado;976393.32;0.14;0.17;0.28;0.07;0.06;0.03;7513.34;2012-02-20;2024-04-11;Não
145;Letícia Oliveira;80;Outro;42.0.438.057-38;RJ;da Mota;Sudeste;2.2;Arrojado;4757301.4;0.22;0.17;0.34;0.32;0.21;0.17;35023.41;2021-10-29;2026-01-13;Não
146;Dr. Pedro Lucas Pires;18;Outro;39.7.359.893-28;SP;da Rocha;Sudeste;14.4;Conservador;148740.13;0.37;0.3;0.31;0.03;0.12;0.11;1458.63;2019-06-17;2026-03-13;Sim
147;Ana Gomes;20;F;59.0.947.985-73;PR;Rodrigues de Costa;Sul;12.7;Arrojado;1670220.95;0.29;0.07;0.02;0.11;0.11;0.15;3415.87;2015-03-08;2025-05-14;Não
148;Maria Duarte;70;M;15.7.399.305-02;SP;Lima;Sudeste;5.0;Conservador;104600.65;0.55;0.22;0.16;0.03;0.18;0.08;454.87;2011-02-17;2024-09-20;Atv
149;Marcos Vinicius Oliveira;28;;80.1.336.138-10;SP;das Neves;Sudeste;13.5;Moderado;632189.85;0.08;0.33;0.15;0.08;0.09;0.18;2238.01;2020-01-04;2031-04-05;Sim
150;Lucas Gabriel Costa;58;N;65.0.618.091-90;RS;Sales;Sul;8.6;Conservador;149631.27;0.11;0.13;0.04;0.01;0.16;0.23;571.77;2024-12-14;2030-06-24;N
151;Luiz Gustavo Fogaça;36;F;45.0.882.100-60;RS;Rocha do Amparo;sudets;7.1;Arrojado;1955219.88;0.24;0.05;0.31;0.18;0.16;0.06;12254.81;2022-10-30;2025-08-12;Atv
152;Maria Clara da Conceição;69;;08.7.814.141-37;RJ;da Mota do Galho;Sudeste;3.3;Conservador;61633.54;0.52;0.14;0.17;0.06;0.1;0.45;534.86;2014-10-14;2018-11-13;
153;Bernardo Freitas;79;N;20.5.336.452-12;SP;Mendes do Galho;Sudeste;4.6;Moderado;302572.12;0.2;0.25;0.36;0.03;0.09;0.02;2019.17;2023-05-03;2035-09-30;S
154;Gustavo Henrique Jesus;72;;09.9.693.084-16;MG;da Costa de Porto;Sudeste;8.1;Moderado;486993.28;0.09;0.07;0.24;0.08;0.17;0.11;1999.53;2015-03-09;2016-08-16;Sim
155;Isabel Melo;26;N;22.9.927.503-79;RJ;Ramos Alegre;Sudeste;7.5;Conservador;73797.91;0.16;0.29;0.12;0.05;0.1;0.39;538.83;2019-10-20;2033-04-19;Atv
156;Samuel Duarte;55;;92.6.659.184-04;PR;Dias das Pedras;Sul;1.5;Conservador;134048.53;0.36;0.16;0.37;0.09;0.01;0.4;1306.64;2025-06-07;2031-04-17;S
157;Dr. Thales Nascimento;56;M;36.5.177.739-16;SP;da Costa do Amparo;Sudeste;7.7;Moderado;853789.41;0.1;0.35;0.0;0.09;0.09;0.16;3625.6;2011-05-20;2014-06-23;S
158;Luiz Fernando Melo;60;Outro;13.7.977.236-28;SP;Pires;Sudeste;6.1;Consrvador;26449.14;0.41;0.21;0.36;0.01;0.03;0.07;257.98;2011-04-09;2011-05-31;
159;Laís Alves;61;N;29.1.279.908-26;MG;Oliveira;Sudeste;2.0;Conservador;125019.14;0.36;0.27;0.37;0.06;0.01;0.08;266.6;2012-05-02;2023-10-14;Atv
160;Brenda Cardoso;40;;91.6.247.314-06;RJ;Ferreira de Mendes;Sudeste;10.5;Conservador;180494.97;0.38;0.38;0.27;0.04;0.08;0.0;980.39;2025-06-15;2035-12-29;N
161;Sra. Milena Cardoso;45;;59.4.636.887-73;RJ;Teixeira das Flores;Sudeste;5.4;Conservador;142120.62;0.55;0.05;0.0;0.07;0.14;0.29;460.22;2021-03-29;2034-02-04;Atv
162;Raquel Rodrigues;69;;90.2.601.279-90;SP;Campos;Sudeste;14.2;Moderado;662120.92;0.23;0.06;0.35;0.01;0.05;0.08;1855.41;2016-01-10;2027-02-25;S
163;Nina Gomes;72;;43.0.988.392-36;SP;Carvalho;Sudeste;11.6;Conservador;122196.74;0.51;0.16;0.26;0.03;0.19;0.47;415.73;2014-08-19;2025-06-11;Não
164;Vitor Hugo Castro;40;Outro;39.3.769.042-57;MG;da Cunha de Jesus;Sudeste;13.8;Conservador;18281.72;0.19;0.27;0.16;0.02;0.0;0.2;116.94;2018-01-08;2030-04-15;S
165;Igor Caldeira;61;N;90.7.141.633-09;SP;Moraes da Praia;Sudeste;5.7;Moderado;471972.72;0.04;0.1;0.22;0.08;0.05;0.1;2770.03;2011-02-17;2016-04-23;N
166;Felipe Souza;61;F;73.3.343.333-10;SC;da Mata da Serra;Sul;4.7;Conservador;140462.89;0.18;0.16;0.3;0.03;0.11;0.14;526.53;2017-12-19;2030-07-23;
167;Paulo Nascimento;29;;46.3.920.867-73;SC;Sales;Sul;7.4;Conservador;135486.61;0.46;0.31;0.22;0.0;0.1;0.31;1339.0;2013-08-13;2026-03-24;N
168;Enzo Rezende;33;Outro;79.5.527.636-14;BA;Ramos Paulista;Nordeste;1.5;Arrojado;7983135.67;0.14;0.31;0.13;0.0;0.27;0.02;39060.03;2020-07-23;2026-02-09;S
169;Lucas Gabriel Gomes;29;N;72.8.857.448-20;SC;Cardoso;Sul;5.7;Moderado;343911.38;0.04;0.09;0.04;0.03;0.05;0.12;1089.08;2021-12-25;2025-01-23;Sim
170;Dr. Pedro Miguel Pereira;79;;39.9.824.558-85;BA;Ramos da Mata;Nordeste;12.2;Conservador;43878.0;0.18;0.04;0.3;0.03;0.07;0.42;208.56;2018-02-25;2027-02-11;
171;Luana Cavalcanti;38;Outro;44.9.647.598-73;RJ;Nascimento;Sudeste;6.1;Moderado;690931.02;0.14;0.35;0.26;0.09;0.08;0.19;6395.66;2014-01-10;2015-07-12;Não
172;Dr. Samuel Gonçalves;66;M;14.9.216.433-00;MT;Novaes;Centro-Oeste;13.2;Conservador;145826.71;0.46;0.28;0.03;0.02;0.02;0.47;931.46;2020-05-14;2020-09-06;Atv
173;Miguel Barros;47;;68.8.457.831-97;SC;Gomes de Dias;Sul;6.7;Conservador;6685.69;0.46;0.13;0.19;0.1;0.11;0.43;65.23;2015-04-23;2027-02-16;Atv
174;Sr. Pedro Miguel da Mota;32;M;85.3.686.632-26;SP;Cunha do Campo;Sudeste;11.3;Moderado;208444.65;0.16;0.05;0.11;0.05;0.14;0.15;916.51;2020-12-19;2030-05-07;Atv
175;Amanda Lima;26;Outro;17.9.749.735-95;RS;Azevedo de Moreira;Sul;8.0;Moderado;263367.79;0.19;0.32;0.25;0.07;0.05;0.1;1093.13;2021-04-24;2025-04-03;Não
176;Bryan Gonçalves;39;M;20.4.618.723-74;SP;Peixoto da Serra;cntro-oeste;11.8;Consrvador;57140.79;0.09;0.0;0.04;0.0;0.04;0.22;342.11;2023-02-05;2031-02-25;Sim
177;Yuri Viana;79;Outro;52.0.881.474-97;GO;Souza do Galho;Centro-Oeste;1.4;Conservador;194945.1;0.5;0.39;0.1;0.1;0.04;0.19;1428.57;2014-01-20;2018-06-15;
178;Fernando Rocha;41;M;32.7.195.005-93;SP;Mendes do Campo;Sudeste;14.5;Conservador;194681.54;0.17;0.01;0.32;0.06;0.08;0.22;1294.36;2015-04-11;2025-08-29;Não
179;Danilo das Neves;63;N;84.8.739.285-75;MG;Moreira de Minas;Sudeste;5.7;Conservador;98080.73;0.22;0.26;0.14;0.09;0.15;0.28;764.56;2018-08-10;2023-12-15;N
180;Alana Ferreira;72;Outro;93.5.186.387-50;SP;Ramos;Sudeste;9.6;Arrojado;9230266.02;0.17;0.09;0.12;0.11;0.15;0.01;46449.92;2024-02-03;2027-12-23;Atv
181;Sofia Ferreira;57;;40.5.391.037-48;PR;Moura do Campo;Sul;2.9;Arrojado;3898216.5;0.03;0.03;0.38;0.07;0.01;0.13;8788.67;2016-11-28;2025-05-08;Atv
182;Lucas Araújo;24;M;38.6.338.392-37;MA;das Neves de Minas;Nordeste;11.0;Conservador;72824.28;0.52;0.33;0.32;0.01;0.12;0.45;631.8;2022-02-13;2023-08-05;Atv
183;Pietra Jesus;75;Outro;85.5.665.939-09;RJ;Correia Grande;Sudeste;9.9;Arrojado;6189072.93;0.2;0.26;0.04;0.32;0.22;0.14;38812.94;2021-06-13;2034-08-18;S
184;Heitor Sales;72;Outro;04.8.889.921-42;RJ;Castro;Sudeste;14.9;Arrojado;3286802.14;0.29;0.24;0.29;0.39;0.24;0.09;14510.35;2011-05-30;2017-11-14;Não
185;Beatriz Nogueira;62;;19.4.096.105-08;SP;Moura de Viana;Sudeste;4.9;Moderado;911700.28;0.07;0.12;0.23;0.06;0.04;0.05;5342.81;2014-08-19;2025-04-22;
186;Sofia da Costa;32;F;06.7.998.136-51;SP;Castro do Amparo;Sudeste;0.6;Conservador;174087.52;0.16;0.24;0.0;0.08;0.08;0.33;1100.14;2017-10-08;2020-11-06;
187;Emilly Azevedo;53;;83.3.146.591-13;SP;da Rosa dos Dourados;Sudeste;7.2;Conservador;95695.08;0.52;0.11;0.16;0.04;0.14;0.27;343.05;2021-02-10;2029-09-14;Não
188;João Guilherme Castro;27;M;10.3.924.051-80;SP;Viana da Praia;Sudeste;2.2;Conservador;64826.93;0.42;0.12;0.4;0.06;0.2;0.01;152.93;2018-03-16;2023-03-02;S
189;Emilly da Mota;36;F;94.0.701.645-53;SP;Ramos;Sudeste;0.3;Arrojado;5842049.12;0.06;0.16;0.19;0.29;0.06;0.1;38931.65;2011-09-02;2011-03-11;Sim
190;Clara Aragão;37;Outro;76.2.055.543-99;BA;Melo;Nordeste;7.5;Moderado;384934.9;0.11;0.04;0.13;0.09;0.11;0.2;2180.23;2012-03-13;2009-08-11;Atv
191;Yuri da Rocha;57;F;63.9.264.957-31;ES;Vieira;Sudeste;9.9;Moderado;902941.82;0.27;0.01;0.22;0.03;0.03;0.16;2440.07;2014-10-13;2023-01-30;
192;Clara Dias;52;M;25.2.056.647-70;RJ;da Conceição do Sul;Sudeste;9.8;Arrojado;7156437.73;0.07;0.45;0.4;0.4;0.19;0.03;46651.06;2014-03-01;2017-06-07;Atv
193;Cauê Viana;48;Outro;26.7.722.330-93;RS;da Luz do Campo;Sul;10.3;Conservador;22247.52;0.13;0.24;0.11;0.06;0.05;0.38;108.44;2015-05-10;2025-10-08;Atv
194;Cauê Alves;56;N;56.9.998.808-40;SP;Duarte Verde;Sudeste;10.3;Moderado;378043.37;0.2;0.08;0.07;0.1;0.09;0.04;3377.51;2021-11-19;2027-02-22;Sim
195;Davi Ferreira;36;;08.2.771.812-80;SP;Costela;Sudeste;6.0;Conservador;104221.83;0.28;0.22;0.21;0.06;0.01;0.37;462.37;2016-02-23;2022-04-14;N
196;Marcela Correia;46;Outro;18.6.892.686-93;RS;Ribeiro;Sul;13.6;Moderado;560708.68;0.05;0.29;0.08;0.05;0.05;0.12;4694.19;2023-04-04;2025-10-02;
197;Sr. Levi Santos;18;N;77.8.097.339-58;SP;Barbosa;Sudeste;2.7;Arrojado;8764052.31;0.05;0.42;0.02;0.11;0.27;0.03;80527.05;2018-04-07;2016-02-13;S
198;Manuela Jesus;37;Outro;10.1.622.499-00;MG;Araújo de Caldeira;Sudeste;9.8;Arrojado;6400918.94;0.07;0.37;0.22;0.33;0.02;0.11;14682.23;2023-01-04;2023-06-18;Atv
199;Lara Cavalcanti;39;;68.3.390.198-80;RJ;Pires de Cardoso;Sudeste;8.3;Arrojado;6210696.63;0.28;0.18;0.15;0.15;0.03;0.02;26970.95;2018-10-15;2021-07-13;S
200;Sr. Bernardo Costela;32;Outro;30.1.071.396-77;CE;Vieira Alegre;Nordeste;7.8;Arrojado;3584685.73;0.18;0.32;0.4;0.14;0.05;0.06;25289.46;2012-01-06;2022-10-14;Atv
201;Marcela Gonçalves;79;M;23.5.577.027-15;SP;Santos de Pinto;Sudeste;1.7;Arrojado;2911041.4;0.19;0.15;0.03;0.12;0.22;0.14;13583.69;2017-02-12;2025-09-22;Atv
202;Srta. Milena Vieira;22;F;40.5.682.996-98;SP;Pinto;Sudeste;0.3;Moderado;569976.06;0.24;0.02;0.21;0.06;0.14;0.19;3772.77;2012-04-29;2019-06-29;S
203;Juan Mendes;46;;07.8.235.784-92;SP;Nunes de Peixoto;Sudeste;4.5;Moderado;764212.95;0.08;0.15;0.18;0.02;0.08;0.01;2214.57;2018-04-27;2018-11-19;Sim
204;Ian Pereira;51;Outro;09.4.353.344-90;PR;Fernandes da Praia;Sul;8.9;Arrojado;7090455.6;0.04;0.3;0.31;0.23;0.0;0.15;19120.17;2023-01-19;2033-03-31;Sim
205;Lorena Campos;22;Outro;95.8.702.070-70;RJ;Cardoso;Sudeste;2.1;Moderado;319456.58;0.08;0.25;0.21;0.02;0.07;0.0;2439.0;2013-03-27;2019-04-25;Não
206;Ana Luiza Moura;54;F;17.1.747.733-03;SP;Caldeira;Sudeste;11.4;Conservador;141230.84;0.62;0.28;0.18;0.04;0.07;0.31;1196.85;2012-03-23;2013-09-17;N
207;Maria Eduarda Melo;56;;28.1.615.814-44;SP;Oliveira;Sudeste;5.3;Moderado;513661.53;0.21;0.32;0.35;0.05;0.01;0.13;2922.7;2020-08-13;2024-03-04;S
208;Sophia Pereira;65;;71.9.975.817-01;RJ;Gomes;Sudeste;5.1;Arrojado;3193219.55;0.05;0.04;0.08;0.29;0.17;0.1;24118.6;2016-08-27;2020-04-05;Sim
209;João Gabriel Cavalcanti;27;N;84.6.997.335-57;SP;da Costa;Sudeste;8.7;Conservador;137416.23;0.42;0.13;0.26;0.01;0.04;0.41;1104.81;2020-11-07;2020-07-31;
210;Clarice Cavalcanti;25;Outro;03.6.965.666-08;SP;Moura do Campo;Sudeste;0.9;Moderado;774232.98;0.27;0.23;0.24;0.05;0.17;0.2;7129.61;2021-10-23;2020-03-28;S
211;Murilo das Neves;23;F;67.9.692.786-98;SP;Araújo Paulista;Sudeste;1.1;Conservador;38457.14;0.27;0.34;0.06;0.1;0.13;0.46;81.75;2023-08-12;2034-04-03;Não
212;Gabriel Lima;55;N;12.8.478.189-52;RJ;Monteiro do Sul;Sudeste;0.5;Conservador;85529.6;0.01;0.29;0.28;0.03;0.19;0.25;196.97;2011-02-17;2021-09-10;Sim
213;Miguel Nunes;36;F;09.4.940.792-56;SP;da Conceição;Sudeste;7.7;Arrojado;1702737.27;0.19;0.19;0.02;0.14;0.31;0.16;9797.31;2013-09-22;2020-11-19;S
214;Alice Carvalho;65;F;75.2.437.280-98;RJ;Nascimento;Sudeste;12.9;Arrojado;6618853.05;0.09;0.3;0.34;0.11;0.05;0.02;13989.77;2023-03-31;2025-06-21;Atv
215;Heloísa da Cruz;21;F;76.7.478.366-93;SP;Lima Alegre;Sudeste;12.6;Conservador;167685.23;0.53;0.15;0.26;0.07;0.03;0.21;408.25;2017-10-12;2023-06-08;Sim
216;Maria Vitória Cardoso;39;Outro;41.4.967.393-45;RJ;da Costa;Sudeste;5.3;Conservador;58469.65;0.56;0.13;0.21;0.1;0.02;0.19;511.84;2023-11-09;2037-04-10;S
217;Ana Beatriz Cardoso;78;;39.1.119.269-02;RJ;Pires das Pedras;Sudeste;4.2;Moderado;638090.04;0.2;0.0;0.04;0.01;0.09;0.17;2261.8;2013-04-26;2013-07-29;Sim
218;Laura Peixoto;42;N;50.4.427.173-00;PR;da Rosa do Galho;Sul;11.6;Moderado;435654.89;0.2;0.18;0.4;0.08;0.14;0.02;1768.19;2018-11-25;2020-04-14;Sim
219;Dr. Carlos Eduardo Gomes;59;M;06.4.256.908-87;MG;Souza de Lima;Sudeste;10.9;Conservador;108585.8;0.3;0.04;0.18;0.03;0.01;0.31;892.35;2012-07-29;2012-09-20;Não
220;João Vitor Caldeira;79;M;58.5.174.328-00;SC;da Rocha;Sul;14.0;Arrojado;8028433.33;0.24;0.0;0.38;0.33;0.19;0.11;39109.28;2011-05-31;2017-12-05;
221;Vitor Cunha;68;;47.8.700.505-71;SP;Gonçalves Alegre;Sudeste;0.4;Arrojado;4510942.53;0.03;0.29;0.35;0.18;0.08;0.14;44978.92;2015-10-07;2020-11-02;Sim
222;Luiz Felipe Pinto;20;F;20.2.041.792-89;PR;Costela;Sul;2.1;Arrojado;7005847.76;0.14;0.52;0.06;0.23;0.37;0.14;50656.85;2012-09-05;2022-12-22;Atv
223;Rafaela Dias;66;M;92.5.114.262-93;PR;Cardoso das Flores;Sul;1.8;Moderado;675981.93;0.18;0.08;0.13;0.08;0.15;0.01;5051.41;2017-02-08;2029-01-27;Não
224;Srta. Larissa Aragão;62;N;23.2.487.632-99;MG;Cardoso de Lopes;Sudeste;2.7;Arrojado;1366290.05;0.03;0.37;0.31;0.01;0.19;0.17;3706.92;2025-04-19;2038-05-04;N
225;Maria Julia Nunes;67;F;40.3.127.722-97;MG;Gonçalves do Campo;sudets;1.4;Arrojado;9552682.58;0.19;0.21;0.0;0.09;0.05;0.16;46762.39;2020-06-07;2032-04-06;N
226;Igor da Cunha;64;N;99.5.635.315-90;MG;Moreira de Carvalho;cntro-oeste;11.8;Conservador;87499.66;0.23;0.3;0.02;0.07;0.18;0.4;514.54;2017-07-12;2019-11-09;Não
227;Felipe Pinto;30;Outro;20.9.042.177-01;SP;Souza de Minas;Sudeste;5.8;Conservador;75730.95;0.15;0.19;0.36;0.01;0.19;0.24;234.1;2018-01-25;2022-02-23;S
228;Vinicius Mendes;35;M;63.3.569.392-54;SP;Melo;Sudeste;12.9;Moderado;682908.79;0.24;0.24;0.07;0.1;0.17;0.13;4038.52;2017-05-16;2021-12-14;N
229;Breno Silva;40;Outro;31.0.742.799-30;BA;Souza;Nordeste;1.2;Moderado;786781.04;0.15;0.16;0.32;0.07;0.02;0.09;6313.63;2023-11-23;2032-09-27;Não
230;Yago Monteiro;78;;89.3.195.085-34;SP;da Conceição de Goiás;Sudeste;5.0;Arrojado;4648243.35;0.24;0.28;0.25;0.34;0.03;0.07;10512.99;2019-04-25;2028-08-03;
231;Fernando da Paz;31;F;55.4.864.015-15;PE;da Costa;Nordeste;1.7;Conservador;73748.66;0.12;0.03;0.28;0.02;0.2;0.28;429.8;2012-05-21;2025-02-14;
232;Ana Julia da Luz;23;M;62.4.112.412-91;SP;Rezende de Porto;Sudeste;14.7;Conservador;94562.61;0.37;0.36;0.18;0.04;0.13;0.41;857.21;2023-07-28;2027-07-09;N
233;Melissa Martins;59;Outro;69.5.579.887-11;RJ;da Costa dos Dourados;Sudeste;2.8;Arrojado;1204212.42;0.12;0.56;0.19;0.17;0.3;0.14;2620.72;2022-03-24;2027-03-01;Atv
234;Laura Jesus;71;F;23.1.059.274-92;RJ;Caldeira da Praia;Sudeste;2.5;Moderado;337389.7;0.08;0.39;0.31;0.0;0.07;0.1;3169.12;2011-10-20;2023-07-14;Não
235;Henrique Rezende;18;;85.4.749.297-65;SP;Azevedo de Caldeira;Sudeste;7.5;Arrojado;3852493.88;0.1;0.32;0.07;0.12;0.37;0.07;12185.71;2019-04-09;2029-04-08;Não
236;Breno Carvalho;30;M;18.7.186.375-90;SP;Rezende Verde;Sudeste;9.6;Conservador;28745.24;0.39;0.16;0.34;0.04;0.02;0.15;191.66;2016-11-29;2021-08-14;S
237;Srta. Lavínia da Mota;69;N;42.6.629.912-59;MG;Ribeiro do Galho;Sudeste;1.3;Arrojado;4249583.82;0.05;0.25;0.17;0.13;0.16;0.2;33243.76;2020-01-26;2029-10-04;N
238;Levi Cavalcanti;36;;70.4.947.873-33;SP;Cardoso do Galho;Sudeste;10.7;Moderado;252892.62;0.29;0.04;0.16;0.09;0.08;0.15;2033.75;2013-03-16;2016-01-01;N
239;Augusto Farias;55;N;96.4.715.890-42;SP;Pires de Souza;noredeste;1.8;Arrojado;8508187.64;0.14;0.54;0.17;0.2;0.28;0.13;35885.29;2021-08-18;2022-11-07;S
240;Bruna Moreira;29;M;92.8.554.451-75;PR;Gomes das Flores;Sul;7.9;Moderado;902653.81;0.04;0.11;0.17;0.09;0.07;0.03;8566.67;2019-07-14;2030-10-13;
241;Sr. Pedro Lucas Melo;72;;81.6.711.207-10;RJ;Melo;Sudeste;2.8;Conservador;104115.98;0.26;0.14;0.36;0.01;0.03;0.24;955.42;2017-08-05;2031-01-29;Atv
242;Nicole Nogueira;26;M;61.1.076.031-53;SP;Fernandes Grande;Sudeste;12.9;Moderado;911781.11;0.18;0.14;0.28;0.0;0.16;0.15;2861.97;2012-03-31;2017-01-20;Não
243;Nathan da Conceição;78;Outro;95.5.289.389-53;SP;Lima das Flores;Sudeste;13.5;Moderado;295137.77;0.08;0.27;0.3;0.08;0.18;0.01;1026.56;2016-04-23;2015-11-25;
244;Rafaela Cardoso;46;M;25.6.638.361-87;SP;Nascimento Alegre;Sudeste;7.6;Arrojado;2952982.68;0.06;0.54;0.21;0.39;0.04;0.06;22625.9;2012-10-31;2020-10-11;Não
245;Raul Souza;36;N;31.7.520.716-20;SC;Pereira;Sul;11.0;Conservador;99667.39;0.25;0.29;0.03;0.05;0.08;0.14;747.14;2024-06-21;2034-02-25;N
246;Sr. João Guilherme Lima;64;N;49.9.465.796-34;SP;da Rosa;Sudeste;3.0;Conservador;79567.48;0.49;0.3;0.36;0.02;0.07;0.49;696.39;2019-04-16;2028-01-30;N
247;Caroline das Neves;37;;91.1.877.347-80;ES;da Costa;Sudeste;0.4;Conservador;25315.82;0.34;0.38;0.01;0.07;0.17;0.12;86.9;2016-06-14;2029-09-26;Não
248;Yuri Castro;74;F;76.2.467.197-24;RJ;Mendes;Sudeste;6.9;Arrojado;5919580.3;0.29;0.26;0.37;0.15;0.13;0.01;13395.29;2011-12-14;2024-02-29;S
249;Ana Nascimento;40;;05.6.165.565-05;MG;da Cruz;Sudeste;4.3;Moderado;649804.33;0.05;0.11;0.24;0.04;0.14;0.01;1618.92;2025-07-19;2023-03-14;S
250;Dra. Bárbara Pires;48;;05.6.965.917-52;SP;Oliveira;Sudeste;13.0;Moderado;674025.33;0.27;0.12;0.14;0.0;0.07;0.01;4411.09;2013-09-18;2022-11-20;
251;Rebeca Duarte;69;F;91.9.195.419-34;SP;Gomes de Porto;Sudeste;12.8;Arrojado;8303114.6;0.17;0.15;0.32;0.07;0.21;0.02;30826.48;2016-11-01;2015-03-24;N
252;Eduarda Lima;63;;29.7.374.896-83;SC;da Mota de Moura;Sul;6.8;Conservador;130655.83;0.21;0.17;0.22;0.02;0.08;0.4;1059.3;2014-08-15;2018-05-25;
253;Laura Rezende;61;;36.3.123.034-62;PI;Nascimento do Galho;Nordeste;12.7;Moderado;569989.35;0.07;0.33;0.36;0.04;0.18;0.16;2357.18;2022-03-06;2028-05-04;S
254;Bruna da Paz;38;;41.6.516.231-04;RJ;Fernandes;Sudeste;0.6;Arrojado;9150900.6;0.06;0.02;0.32;0.11;0.22;0.05;71192.1;2019-08-12;2019-10-14;Sim
255;Luana Moura;33;N;32.1.234.764-39;RJ;Silveira;Sudeste;4.9;Arrojado;8460834.24;0.28;0.15;0.35;0.1;0.05;0.19;56472.77;2011-07-12;2019-12-31;
256;Gustavo Henrique Cardoso;69;M;34.8.645.183-94;BA;Fogaça;Nordeste;12.3;Conservador;63981.5;0.3;0.39;0.35;0.09;0.07;0.34;138.75;2025-02-12;2023-01-16;
257;Bianca Pinto;70;N;76.5.612.481-04;MT;das Neves;noredeste;12.2;Moderado;440710.52;0.28;0.12;0.34;0.02;0.09;0.15;3153.48;2018-04-13;2018-10-07;Sim
258;Isabel Araújo;33;;29.6.577.242-10;SP;Barros das Flores;Sudeste;3.0;Arrojado;3940915.08;0.21;0.38;0.07;0.18;0.26;0.15;17514.93;2024-07-13;2037-03-04;Não
259;Sr. João Pedro Cardoso;30;Outro;20.6.969.421-60;MG;das Neves do Sul;Sudeste;8.4;Conservador;17795.39;0.26;0.15;0.33;0.06;0.0;0.2;122.72;2019-03-07;2024-01-13;N
260;Theo Melo;56;F;43.6.262.044-30;AM;Cunha;Norte;4.0;Arrojado;5732539.3;0.26;0.56;0.23;0.1;0.09;0.21;45697.19;2016-01-23;2024-05-09;Não
261;Lucas Cunha;21;M;53.7.599.004-02;SP;Porto de Almeida;Sudeste;10.6;Arrojado;7158403.78;0.14;0.08;0.13;0.28;0.27;0.0;56471.45;2011-04-17;2016-10-06;Atv
262;Fernando da Rosa;25;Outro;02.7.456.449-12;RJ;Vieira;Sudeste;2.0;Arrojado;4338110.92;0.29;0.35;0.1;0.2;0.37;0.11;19688.69;2011-12-27;2023-08-11;S
263;Marcela Pereira;63;N;61.7.075.877-52;SC;Gomes;Sul;2.2;Conservador;63793.04;0.7;0.06;0.34;0.07;0.16;0.38;244.89;2023-01-04;2023-07-16;Não
264;Cauã Barros;29;N;13.7.150.416-41;RJ;Peixoto;Sudeste;3.2;Conservador;70571.26;0.14;0.33;0.3;0.08;0.11;0.14;704.59;2014-09-06;2014-07-01;Atv
265;Laís Campos;64;;23.0.450.189-39;SP;Sales;Sudeste;14.5;Moderado;323020.37;0.02;0.26;0.18;0.1;0.12;0.17;2341.7;2021-07-05;2031-05-25;
266;Alexia Silva;26;Outro;15.8.377.674-52;SP;da Conceição;Sudeste;7.4;Moderado;271350.65;0.26;0.31;0.11;0.08;0.13;0.03;1481.27;2020-10-16;2027-06-22;Atv
